bn:00000004n	शून्य जीरो 0 शून्य_समारोह
bn:00100312a	रूढ़िवादी
bn:00100315a	काफी
bn:00100316a	
bn:00100318a	संगत
bn:00100319a	प्रतिलिपि_प्रस्तुत_करने_योग्य
bn:00100326a	
bn:00100329a	
bn:00100350a	
bn:00100360a	
bn:00100361a	
bn:00100373a	
bn:00100378a	
bn:00100380a	
bn:00100383a	निरंतर
bn:00100384a	
bn:00100385a	निरंतर
bn:00100386a	
bn:00100391a	
bn:00100392a	
bn:00100393a	
bn:00100398a	
bn:00100400a	
bn:00100409a	नियंत्रित
bn:00100415a	सुविधाजनक
bn:00100416a	पारंपरिक
bn:00100417a	
bn:00100418a	
bn:00100433a	
bn:00100441a	शांत
bn:00100442a	
bn:00100490a	सही सही_है
bn:00100491a	
bn:00100499a	
bn:00100502a	
bn:00100503a	
bn:00100519a	cortical
bn:00100536a	
bn:00100545a	बहुमूल्य महँगा महंगा
bn:00100580a	
bn:00100582a	कायर डरपोक
bn:00100591a	
bn:00100600a	
bn:00100622a	रचनात्मक
bn:00100654a	
bn:00100663a	
bn:00100672a	महत्वपूर्ण
bn:00100673a	महत्वपूर्ण
bn:00100675a	
bn:00100684a	
bn:00100687a	
bn:00100709a	भीड़
bn:00100713a	
bn:00100721a	
bn:00100724a	
bn:00100726a	
bn:00100733a	
bn:00100740a	
bn:00100750a	क्यूबा_के
bn:00100761a	सांस्कृतिक
bn:00100762a	नस्ली संजातीय
bn:00100766a	
bn:00100783a	
bn:00100784a	उत्सुक
bn:00100790a	वर्तमान
bn:00100813a	
bn:00100815a	
bn:00100846a	
bn:00100849a	
bn:00100876a	
bn:00100889a	
bn:00100892a	आबी गीला नम
bn:00100894a	
bn:00100895a	खतरनाक
bn:00100896a	
bn:00100897a	
bn:00100899a	
bn:00100900a	
bn:00100902a	अंधेरे
bn:00100903a	अंधेरे
bn:00100904a	
bn:00100906a	
bn:00100907a	
bn:00100914a	
bn:00100919a	
bn:00100924a	
bn:00100929a	
bn:00100943a	
bn:00100948a	
bn:00100969a	
bn:00100974a	
bn:00100975a	बहरा बधिर
bn:00100980a	
bn:00100981a	
bn:00100991a	
bn:00101000a	
bn:00101007a	
bn:00101014a	निर्णायक
bn:00101023a	
bn:00101041a	निगमनिक वियोजक
bn:00101043a	गहरी
bn:00101044a	
bn:00101045a	गहरी गहरे
bn:00101046a	
bn:00101070a	
bn:00101071a	
bn:00101075a	
bn:00101078a	रक्षात्मक
bn:00101079a	
bn:00101084a	
bn:00101088a	
bn:00101090a	निश्चित
bn:00101123a	नाज़ुक
bn:00101126a	
bn:00101128a	
bn:00101129a	
bn:00101137a	
bn:00101146a	
bn:00101148a	लोकतांत्रिक
bn:00101149a	डेमोक्रेटिक
bn:00101150a	
bn:00101155a	
bn:00101167a	
bn:00101172a	
bn:00101179a	
bn:00101180a	
bn:00101181a	
bn:00101186a	विश्वसनीय
bn:00101192a	निर्भर
bn:00101202a	
bn:00101236a	वांछनीय
bn:00101237a	
bn:00101241a	
bn:00101257a	
bn:00101259a	विनाशकारी
bn:00101263a	
bn:00101268a	
bn:00101269a	
bn:00101270a	
bn:00101275a	
bn:00101277a	
bn:00101286a	विकसित
bn:00101289a	
bn:00101290a	
bn:00101292a	
bn:00101316a	diagonalizable
bn:00101329a	
bn:00101346a	
bn:00101347a	अलग
bn:00101348a	
bn:00101349a	
bn:00101350a	विपरीत
bn:00101358a	कठिन मुश्किल दुश्वार विकट
bn:00101366a	
bn:00101386a	
bn:00101387a	
bn:00101391a	
bn:00101393a	
bn:00101406a	
bn:00101408a	
bn:00101411a	प्रत्यक्ष
bn:00101412a	
bn:00101413a	
bn:00101429a	गंदा मैला गंदे
bn:00101440a	
bn:00101448a	
bn:00101467a	
bn:00101468a	
bn:00101473a	
bn:00101496a	
bn:00101507a	
bn:00101515a	
bn:00101528a	
bn:00101546a	
bn:00101550a	
bn:00101552a	
bn:00101554a	
bn:00101558a	
bn:00101566a	
bn:00101571a	
bn:00101573a	
bn:00101580a	
bn:00101589a	
bn:00101593a	
bn:00101595a	दूर
bn:00101598a	
bn:00101601a	
bn:00101602a	अलग
bn:00101604a	
bn:00101606a	
bn:00101610a	
bn:00101612a	
bn:00101614a	
bn:00101626a	
bn:00101629a	
bn:00101630a	
bn:00101637a	
bn:00101639a	
bn:00101641a	
bn:00101657a	
bn:00101658a	
bn:00101663a	
bn:00101680a	घरेलू
bn:00101681a	घरेलू
bn:00101682a	
bn:00101687a	प्रमुख
bn:00101690a	
bn:00101698a	
bn:00101700a	
bn:00101705a	
bn:00101719a	
bn:00101722a	
bn:00101723a	
bn:00101725a	
bn:00101741a	
bn:00101752a	नीचे
bn:00101753a	
bn:00101762a	
bn:00101771a	शहर
bn:00101778a	
bn:00101787a	नाटकीय
bn:00101788a	
bn:00101795a	
bn:00101798a	
bn:00101802a	
bn:00101803a	
bn:00101808a	
bn:00101824a	
bn:00101833a	
bn:00101836a	नशे_में
bn:00101839a	सूखा सूखी
bn:00101840a	
bn:00101867a	कारण
bn:00101871a	
bn:00101872a	
bn:00101873a	
bn:00101874a	
bn:00101875a	
bn:00101901a	
bn:00101905a	
bn:00101908a	डच ओलंदेज ओलंदेज़ ओलंदेजी ओलन्देज ओलन्देज़ ओलन्देजी
bn:00101917a	
bn:00101929a	
bn:00101930a	उत्सुक
bn:00101934a	
bn:00101935a	जल्दी
bn:00101936a	प्रारंभिक
bn:00101937a	
bn:00101939a	
bn:00101944a	
bn:00101955a	
bn:00101959a	पूर्वी
bn:00101967a	पूरबी पूर्वी
bn:00101973a	आसान सरल सुलभ
bn:00101988a	
bn:00101990a	
bn:00101997a	वास्तविक
bn:00101998a	
bn:00102001a	आर्थिक
bn:00102003a	
bn:00102006a	
bn:00102023a	
bn:00102025a	
bn:00102027a	शिक्षित
bn:00102029a	शैक्षिक
bn:00102030a	
bn:00102038a	प्रभावी
bn:00102039a	
bn:00102040a	
bn:00102041a	
bn:00102042a	
bn:00102044a	
bn:00102048a	
bn:00102049a	कुशल
bn:00102052a	
bn:00102066a	
bn:00102068a	
bn:00102076a	
bn:00102081a	चुनावी
bn:00102083a	इलेक्ट्रिक विद्युतीय बिजली
bn:00102086a	बिजली
bn:00102102a	
bn:00102108a	
bn:00102111a	
bn:00102113a	
bn:00102119a	
bn:00102123a	पात्र
bn:00102147a	
bn:00102149a	
bn:00102158a	
bn:00102159a	
bn:00102161a	भावनात्मक
bn:00102162a	भावनात्मक
bn:00102171a	
bn:00102173a	
bn:00102176a	खाली
bn:00102177a	ख़ाली छूछा रिक्त
bn:00102189a	
bn:00102198a	
bn:00102212a	
bn:00102235a	
bn:00102248a	अंग्रेजी
bn:00102254a	
bn:00102268a	
bn:00102276a	उत्साही
bn:00102277a	
bn:00102278a	
bn:00102281a	
bn:00102295a	
bn:00102297a	
bn:00102300a	
bn:00102302a	
bn:00102310a	महामारी
bn:00102335a	
bn:00102336a	बराबर
bn:00102351a	
bn:00102356a	
bn:00102362a	
bn:00102376a	
bn:00102379a	
bn:00102387a	
bn:00102397a	
bn:00102398a	
bn:00102400a	
bn:00102401a	आवश्यक
bn:00102406a	
bn:00102408a	
bn:00102410a	
bn:00102417a	
bn:00102419a	नैतिक
bn:00102425a	
bn:00102440a	यूरोपीय
bn:00102454a	
bn:00102455a	
bn:00102463a	
bn:00102466a	
bn:00102467a	
bn:00102469a	
bn:00102474a	बुराई
bn:00102491a	अतिश्योक्तिपूर्ण
bn:00102493a	
bn:00102496a	उत्कृष्ट उम्दा श्रेष्ठ
bn:00102499a	
bn:00102507a	
bn:00102508a	
bn:00102509a	रोमांचक
bn:00102511a	
bn:00102521a	शक्य
bn:00102523a	
bn:00102525a	
bn:00102534a	
bn:00102535a	
bn:00102542a	
bn:00102543a	असली
bn:00102548a	
bn:00102549a	
bn:00102565a	
bn:00102574a	
bn:00102576a	
bn:00102577a	अनुभवी
bn:00102579a	प्रायोगिक प्रयोगात्मक
bn:00102589a	मुखर स्पष्ट
bn:00102595a	
bn:00102596a	
bn:00102600a	
bn:00102605a	
bn:00102607a	
bn:00102617a	
bn:00102625a	
bn:00102626a	
bn:00102649a	असाधारण
bn:00102658a	
bn:00102659a	
bn:00102662a	
bn:00102671a	
bn:00102679a	
bn:00102684a	
bn:00102697a	
bn:00102713a	आलसी सुस्त
bn:00102715a	
bn:00102719a	उचित
bn:00102720a	
bn:00102728a	वफादार
bn:00102731a	
bn:00102742a	
bn:00102746a	
bn:00102758a	परिचित
bn:00102766a	
bn:00102774a	अद्भुत
bn:00102775a	
bn:00102778a	दूर
bn:00102779a	
bn:00102782a	
bn:00102784a	
bn:00102802a	तेजी_से
bn:00102807a	
bn:00102820a	वसा
bn:00102827a	घातक
bn:00102828a	
bn:00102838a	
bn:00102845a	
bn:00102848a	
bn:00102863a	
bn:00102866a	
bn:00102869a	
bn:00102870a	
bn:00102871a	संघीय
bn:00102872a	
bn:00102875a	
bn:00102884a	मादा महिला
bn:00102887a	
bn:00102911a	
bn:00102912a	
bn:00102920a	कुछ
bn:00102921a	कम
bn:00102934a	
bn:00102935a	काल्पनिक
bn:00102938a	
bn:00102948a	
bn:00102963a	
bn:00102969a	
bn:00102971a	वित्तीय
bn:00102972a	
bn:00102977a	
bn:00102986a	समाप्त
bn:00102991a	परिमित
bn:00102997a	
bn:00102998a	
bn:00103000a	
bn:00103006a	
bn:00103007a	
bn:00103008a	
bn:00103024a	
bn:00103040a	
bn:00103058a	
bn:00103060a	
bn:00103068a	
bn:00103069a	
bn:00103082a	
bn:00103088a	
bn:00103097a	
bn:00103105a	
bn:00103135a	
bn:00103154a	
bn:00103171a	
bn:00103172a	
bn:00103173a	
bn:00103179a	मूर्ख
bn:00103188a	
bn:00103205a	विदेशी
bn:00103206a	विदेशी
bn:00103223a	औपचारिक
bn:00103227a	
bn:00103232a	पूर्व
bn:00103233a	
bn:00103248a	भाग्यशाली
bn:00103249a	
bn:00103251a	आगे
bn:00103279a	
bn:00103282a	
bn:00103283a	
bn:00103284a	
bn:00103299a	मुक्त
bn:00103300a	
bn:00103311a	
bn:00103313a	
bn:00103315a	
bn:00103321a	फ्रेंच
bn:00103324a	लगातार
bn:00103325a	
bn:00103326a	ताजा
bn:00103327a	
bn:00103328a	
bn:00103332a	
bn:00103335a	
bn:00103344a	अनुकूल
bn:00103347a	
bn:00103358a	
bn:00103359a	सामने
bn:00103373a	
bn:00103378a	गुणकारी
bn:00103381a	
bn:00103385a	
bn:00103391a	पूर्ण भरा
bn:00103392a	
bn:00103393a	
bn:00103395a	
bn:00103397a	
bn:00103409a	
bn:00103412a	पूर्णकालिक
bn:00103416a	
bn:00103419a	
bn:00103424a	बुनियादी
bn:00103426a	
bn:00103444a	
bn:00103449a	भविष्य
bn:00103450a	
bn:00103451a	
bn:00103456a	
bn:00103472a	
bn:00103507a	सामान्य
bn:00103512a	
bn:00103515a	
bn:00103533a	
bn:00103534a	
bn:00103537a	
bn:00103538a	
bn:00103541a	
bn:00103544a	
bn:00103560a	जर्मन
bn:00103565a	
bn:00103576a	
bn:00103585a	
bn:00103594a	
bn:00103595a	
bn:00103601a	खुश
bn:00103602a	
bn:00103623a	
bn:00103628a	
bn:00103638a	
bn:00103653a	
bn:00103658a	
bn:00103672a	अच्छा
bn:00103674a	
bn:00103676a	
bn:00103678a	
bn:00103680a	
bn:00103716a	क्रमिक
bn:00103718a	
bn:00103722a	grammatic
bn:00103742a	
bn:00103751a	
bn:00103754a	
bn:00103757a	
bn:00103763a	
bn:00103764a	
bn:00103765a	
bn:00103777a	
bn:00103779a	
bn:00103780a	
bn:00103781a	
bn:00103782a	अधिक_से
bn:00103785a	ग्रीक
bn:00103797a	
bn:00103805a	
bn:00103806a	
bn:00103809a	सकल
bn:00103813a	
bn:00103822a	
bn:00103826a	
bn:00103831a	दोषी
bn:00103832a	
bn:00103856a	
bn:00103864a	
bn:00103877a	
bn:00103878a	
bn:00103894a	
bn:00103905a	
bn:00103916a	
bn:00103931a	
bn:00103933a	ख़ुश प्रसन्न सुखी खुश
bn:00103935a	स्पर्श_संबंधी
bn:00103936a	
bn:00103937a	कठिन
bn:00103956a	
bn:00103968a	
bn:00103971a	
bn:00103980a	
bn:00103988a	
bn:00103993a	अधीर आतुर त्वरित
bn:00103996a	
bn:00103997a	
bn:00103998a	
bn:00104013a	
bn:00104014a	
bn:00104018a	
bn:00104023a	
bn:00104025a	स्वस्थ
bn:00104026a	
bn:00104027a	
bn:00104050a	भारी
bn:00104051a	भारी
bn:00104060a	
bn:00104077a	
bn:00104078a	
bn:00104079a	
bn:00104085a	
bn:00104097a	
bn:00104103a	
bn:00104116a	
bn:00104134a	
bn:00104162a	उच्च
bn:00104163a	उच्च
bn:00104164a	उच्च
bn:00104165a	
bn:00104179a	
bn:00104189a	
bn:00104191a	
bn:00104193a	
bn:00104196a	
bn:00104205a	
bn:00104221a	
bn:00104223a	ऐतिहासिक
bn:00104224a	
bn:00104226a	
bn:00104252a	
bn:00104262a	
bn:00104263a	
bn:00104264a	
bn:00104270a	
bn:00104272a	
bn:00104286a	सजातीय
bn:00104302a	ईमानदार
bn:00104306a	
bn:00104307a	
bn:00104320a	
bn:00104321a	
bn:00104328a	क्षैतिज
bn:00104336a	
bn:00104343a	शत्रुतापूर्ण
bn:00104348a	गरम गर्म
bn:00104350a	
bn:00104384a	मानव
bn:00104385a	मानव
bn:00104386a	मानव
bn:00104387a	
bn:00104395a	
bn:00104404a	विनोदी
bn:00104406a	
bn:00104409a	
bn:00104411a	घायल
bn:00104446a	
bn:00104452a	
bn:00104462a	
bn:00104473a	hypothalamic
bn:00104489a	
bn:00104500a	
bn:00104501a	
bn:00104505a	
bn:00104506a	
bn:00104518a	
bn:00104520a	
bn:00104527a	
bn:00104538a	बीमार
bn:00104549a	
bn:00104562a	
bn:00104572a	
bn:00104575a	
bn:00104576a	
bn:00104589a	जवान युवा
bn:00104594a	
bn:00104605a	अमर_है
bn:00104631a	
bn:00104632a	
bn:00104643a	
bn:00104649a	
bn:00104652a	
bn:00104655a	अस्थायी
bn:00104660a	अवैयक्तिक
bn:00104667a	
bn:00104674a	
bn:00104680a	महत्वपूर्ण
bn:00104681a	महत्वपूर्ण
bn:00104683a	
bn:00104687a	असंभव
bn:00104688a	
bn:00104694a	
bn:00104701a	प्रभावशाली
bn:00104703a	संभावना_नहीं
bn:00104705a	
bn:00104708a	
bn:00104715a	
bn:00104736a	
bn:00104749a	
bn:00104753a	
bn:00104756a	
bn:00104757a	
bn:00104766a	
bn:00104767a	अपर्याप्त
bn:00104776a	
bn:00104782a	
bn:00104790a	
bn:00104791a	
bn:00104798a	
bn:00104808a	
bn:00104809a	अनिश्चित
bn:00104815a	
bn:00104828a	अनजान
bn:00104844a	
bn:00104851a	अधूरा
bn:00104853a	
bn:00104873a	
bn:00104877a	
bn:00104880a	गलत
bn:00104887a	
bn:00104888a	बढ़ती
bn:00104891a	अविश्वसनीय
bn:00104899a	
bn:00104907a	
bn:00104920a	
bn:00104921a	
bn:00104925a	
bn:00104926a	
bn:00104928a	स्वतंत्र
bn:00104946a	
bn:00104953a	
bn:00104967a	अघुलनशील
bn:00104971a	एकल व्यक्तिगत
bn:00104972a	
bn:00104995a	औद्योगिक
bn:00105012a	
bn:00105046a	
bn:00105049a	
bn:00105052a	
bn:00105064a	अनंत
bn:00105067a	
bn:00105083a	
bn:00105084a	
bn:00105090a	
bn:00105110a	
bn:00105118a	
bn:00105119a	
bn:00105130a	
bn:00105132a	
bn:00105150a	अकार्बनिक
bn:00105153a	
bn:00105154a	
bn:00105161a	पागल
bn:00105175a	
bn:00105183a	
bn:00105196a	
bn:00105217a	
bn:00105230a	
bn:00105241a	
bn:00105242a	
bn:00105244a	
bn:00105251a	तीव्र
bn:00105259a	
bn:00105268a	
bn:00105275a	
bn:00105276a	दिलचस्प लच्छेदार
bn:00105278a	
bn:00105281a	
bn:00105284a	
bn:00105286a	अंतर्खण्डात्मक
bn:00105288a	मध्यवर्ती
bn:00105292a	आंतरिक
bn:00105293a	
bn:00105294a	अंतरराष्ट्रीय
bn:00105302a	
bn:00105315a	
bn:00105322a	
bn:00105333a	
bn:00105348a	
bn:00105372a	
bn:00105373a	
bn:00105388a	
bn:00105394a	शामिल
bn:00105403a	iodinated
bn:00105404a	
bn:00105406a	
bn:00105419a	आयरिश
bn:00105426a	
bn:00105430a	
bn:00105434a	
bn:00105470a	
bn:00105471a	
bn:00105474a	
bn:00105489a	
bn:00105493a	इतालवी इटली इटालियन
bn:00105516a	जापानी
bn:00105523a	
bn:00105524a	
bn:00105525a	
bn:00105531a	यहूदी
bn:00105553a	
bn:00105563a	
bn:00105584a	
bn:00105616a	
bn:00105617a	
bn:00105622a	
bn:00105645a	
bn:00105648a	
bn:00105655a	
bn:00105662a	
bn:00105668a	
bn:00105685a	
bn:00105739a	
bn:00105740a	अंतिम आखिरी पिछले
bn:00105742a	
bn:00105743a	
bn:00105748a	स्थायी
bn:00105751a	देर देर_से
bn:00105752a	
bn:00105753a	
bn:00105754a	
bn:00105758a	
bn:00105760a	
bn:00105763a	
bn:00105769a	
bn:00105773a	बाद
bn:00105779a	
bn:00105782a	
bn:00105792a	
bn:00105808a	
bn:00105809a	
bn:00105821a	पतली
bn:00105825a	
bn:00105834a	
bn:00105835a	
bn:00105848a	कानूनी
bn:00105853a	
bn:00105855a	
bn:00105858a	
bn:00105859a	विधायी
bn:00105860a	
bn:00105862a	
bn:00105870a	
bn:00105886a	कम
bn:00105891a	कम
bn:00105896a	
bn:00105909a	
bn:00105937a	प्रकाश
bn:00105939a	
bn:00105940a	
bn:00105941a	
bn:00105944a	
bn:00105967a	
bn:00105977a	तरह
bn:00105978a	एक_ही
bn:00105981a	संभावना
bn:00105982a	संभावित
bn:00105999a	सीमित
bn:00106000a	
bn:00106008a	
bn:00106013a	
bn:00106019a	
bn:00106033a	तरल
bn:00106038a	
bn:00106040a	
bn:00106044a	साहित्यिक
bn:00106058a	छोटे
bn:00106059a	
bn:00106060a	
bn:00106062a	कम
bn:00106066a	
bn:00106080a	जीवंत
bn:00106089a	
bn:00106091a	
bn:00106100a	
bn:00106107a	
bn:00106108a	स्थानीय
bn:00106113a	
bn:00106117a	तार्किक
bn:00106118a	
bn:00106120a	
bn:00106122a	
bn:00106124a	
bn:00106125a	
bn:00106126a	
bn:00106150a	
bn:00106151a	
bn:00106159a	
bn:00106173a	
bn:00106174a	
bn:00106176a	
bn:00106178a	
bn:00106188a	
bn:00106192a	
bn:00106194a	
bn:00106195a	
bn:00106201a	
bn:00106204a	
bn:00106205a	कम
bn:00106206a	कम
bn:00106207a	
bn:00106209a	
bn:00106238a	
bn:00106242a	वफादार
bn:00106246a	
bn:00106250a	
bn:00106254a	
bn:00106260a	चंद्र
bn:00106266a	
bn:00106311a	
bn:00106332a	प्रमुख
bn:00106333a	प्रमुख
bn:00106334a	प्रमुख
bn:00106354a	मर्द पुरुष
bn:00106371a	
bn:00106387a	
bn:00106408a	कई
bn:00106414a	
bn:00106418a	
bn:00106422a	
bn:00106423a	
bn:00106429a	
bn:00106430a	
bn:00106441a	
bn:00106443a	
bn:00106448a	मंगल_ग्रह_का_निवासी
bn:00106452a	
bn:00106463a	
bn:00106467a	
bn:00106488a	
bn:00106501a	
bn:00106503a	
bn:00106517a	अधिकतम
bn:00106526a	
bn:00106527a	सार्थक
bn:00106531a	
bn:00106539a	यांत्रिक
bn:00106540a	
bn:00106544a	
bn:00106547a	मध्ययुगीन
bn:00106554a	चिकित्सा
bn:00106558a	
bn:00106584a	
bn:00106592a	स्मरणीय
bn:00106601a	मानसिक
bn:00106612a	
bn:00106620a	
bn:00106655a	
bn:00106660a	
bn:00106669a	meteoritic
bn:00106679a	महानगरीय
bn:00106681a	
bn:00106693a	
bn:00106700a	
bn:00106705a	मध्यम_वर्ग_के
bn:00106706a	
bn:00106719a	हल्के
bn:00106724a	सैन्य
bn:00106725a	सैन्य
bn:00106726a	
bn:00106735a	
bn:00106737a	
bn:00106755a	न्यूनतम
bn:00106758a	
bn:00106760a	
bn:00106764a	मामूली
bn:00106766a	
bn:00106773a	
bn:00106799a	
bn:00106801a	
bn:00106820a	
bn:00106826a	मध्यम
bn:00106831a	आधुनिक
bn:00106832a	
bn:00106837a	
bn:00106852a	
bn:00106855a	आणविक
bn:00106857a	
bn:00106928a	नैतिक
bn:00106935a	अधिक
bn:00106936a	अधिक
bn:00106945a	
bn:00106953a	सबसे
bn:00106954a	सबसे
bn:00106995a	
bn:00107005a	
bn:00107007a	
bn:00107028a	कई
bn:00107029a	
bn:00107043a	नगरपालिका
bn:00107056a	संगीत
bn:00107063a	
bn:00107069a	
bn:00107080a	
bn:00107084a	
bn:00107090a	
bn:00107096a	
bn:00107104a	
bn:00107108a	
bn:00107111a	
bn:00107117a	
bn:00107118a	संकीर्ण
bn:00107126a	
bn:00107130a	
bn:00107134a	
bn:00107136a	राष्ट्रीय
bn:00107137a	राष्ट्रीय
bn:00107138a	
bn:00107139a	
bn:00107145a	
bn:00107151a	प्राकृतिक
bn:00107152a	प्राकृतिक
bn:00107153a	
bn:00107154a	
bn:00107156a	
bn:00107164a	
bn:00107165a	नौसेना
bn:00107171a	नाजी
bn:00107176a	
bn:00107177a	
bn:00107178a	
bn:00107182a	आवश्यक ज़रूरी
bn:00107194a	
bn:00107197a	
bn:00107199a	
bn:00107203a	
bn:00107205a	
bn:00107209a	
bn:00107231a	
bn:00107237a	शुद्ध
bn:00107254a	
bn:00107262a	तटस्थ
bn:00107267a	नए
bn:00107268a	
bn:00107287a	
bn:00107292a	अच्छा
bn:00107294a	
bn:00107305a	nilpotent
bn:00107314a	कोई
bn:00107322a	
bn:00107337a	
bn:00107393a	
bn:00107406a	
bn:00107424a	
bn:00107426a	
bn:00107474a	
bn:00107485a	
bn:00107489a	
bn:00107517a	
bn:00107546a	nonspecific
bn:00107555a	उद्देश्य
bn:00107581a	
bn:00107587a	सामान्य
bn:00107598a	उत्तर
bn:00107610a	
bn:00107611a	
bn:00107612a	उत्तरी
bn:00107627a	
bn:00107641a	परमाणु
